Sample/Labslip ID,Sample Status,Primary Lab,Sample Collected (Start) Date,Primary Lab Id,Id #,Site Description,Id Point #,Field #,Waterbody ID #,Start Date/Time,End Date/Time,Date Received by Lab,Date Reported by Lab,Account #,Account Description,Program Code,Region,County,County Name,District,Sample Description,Sample Location,Report to Name,Report to Address,"Report to City, State, Zip",Sample Collector,Sample Source,Sample Reason,Project Code,Enforcement Code,Sample Depth,Type of Sample (QC),Check Date,File Batch Seq #,Sample Comment,Processed Batch Seq #,Creation Date,Creation User Id,Last Update Date,Last Update User Id,DNR Parameter Code,DNR Parameter Description,Analyte Code,Result Type,Result value,Result Amt,Units,LOD,LOQ,Lower Reporting Limit,Upper Reporting Limit,Decimal Places,Sig Figs,Lab Comment,NR140 Enforcement Standard,NR140 Preventive Action Limit,Analysis,Result Comment,Analysis ID,Creation Date,Creation User Id,Last Update Date,Last Update User Id
463963011,COMPLETE,Wisconsin State Laboratory of Hygiene,8/14/2019,113133790,10051676,,199309320,PSNT-16 081419,,8/14/2019 12:09,8/14/2019 12:09,8/15/2019 12:25,9/30/2019 13:23,WQ039,Waushara County Lakes Study,,4,70,Waushara,,MID SCREEN OF WELL/ PERISTALTIC PUMP,PSNT16 MONITORING WELL,HEINC,,,"J CHEREVERT, A ERNST",SU,,CSLS,,31.3 F,1,,1207179,,360806,9/30/2019 14:14,LDES_DBL1,9/30/2019 14:14,LDES_DBL1,50245,POTASSIUM TOTAL RECOVERABLE,TRICP~7440-09-7,1,1.76,1.76,MG/L,0.2,0.6,,,2,3,, , ,COMMENTS,,11041965,9/30/2019 14:14,LDES_DBL1,9/30/2019 14:14,LDES_DBL1
469412003,COMPLETE,Wisconsin State Laboratory of Hygiene,9/10/2019,113133790,703057,,199308608,PLEAS091019,106900,9/10/2019 18:30,9/10/2019 18:30,9/11/2019 16:20,9/27/2019 14:40,WQ039,Waushara County Lakes Study,FH,4,70,Waushara,,DEEP HOLE/INTEGRATED SAMPLER,PLEASANT LAKE-DEEP HOLE,HEINC,,,"JUSTIN CHENERERT, KATIE HEIN",SU,,CSLS,,0-6F,1,,1207089,,360517,9/27/2019 15:44,LDES_DBL1,9/27/2019 15:44,LDES_DBL1,99717,"CHLOROPHYLL A, FLUORESCENCE (WELSCHMAYER 1994)",CHLA~Chl-a,1,4.02,4.02,ug/L,0.26,0.87,,,2,3,, , ,COMMENTS,,11040014,9/27/2019 15:44,LDES_DBL1,9/27/2019 15:44,LDES_DBL1
469412001,COMPLETE,Wisconsin State Laboratory of Hygiene,9/10/2019,113133790,703032,,199308589,LONG091019,1000800,9/10/2019 16:18,9/10/2019 16:18,9/11/2019 16:20,9/27/2019 14:40,WQ039,Waushara County Lakes Study,,4,70,Waushara,,DEEP HOLE/INTEGRATED SAMPLER,LONG LAKE (2009E17) PLAINFIELD-DEEP HOLE,HEINC,,,"JUSTIN CHENEVERT, KATIE HEIN",SU,,CSLS,,0-6F,1,,1207089,,360517,9/27/2019 15:44,LDES_DBL1,9/27/2019 15:44,LDES_DBL1,99717,"CHLOROPHYLL A, FLUORESCENCE (WELSCHMAYER 1994)",CHLA~Chl-a,1,7.78,7.78,ug/L,0.257,0.861,,,2,3,, , ,COMMENTS,,11040004,9/27/2019 15:44,LDES_DBL1,9/27/2019 15:44,LDES_DBL1
457791002,COMPLETE,Wisconsin State Laboratory of Hygiene,7/16/2019,113133790,10050786,,199308650,LL071619,1012500,7/16/2019 10:50,7/16/2019 10:50,7/16/2019 15:19,9/16/2019 10:42,WQ039,Waushara County Lakes Study,,4,70,Waushara,,DEEP HOLE/ INTEGRATED SAMPLER,PLAINFIELD LAKE-DEEP HOLE,HEINC,,,JUSTIN CHENEVERT,SU,,CSLS,,0-6 F,1,,1205906,,359340,9/16/2019 11:44,LDES_DBL1,9/16/2019 11:44,LDES_DBL1,665,PHOSPHORUS TOTAL ,LACH-TPL~7723-14-0,3,0.0252,0.0252,MG/L,0.008,0.027,,,4,3,, , ,COMMENTS,,11020651,9/16/2019 11:44,LDES_DBL1,9/16/2019 11:44,LDES_DBL1
457791001,COMPLETE,Wisconsin State Laboratory of Hygiene,7/16/2019,113133790,703057,,199308612,PSNT071619,106900,7/16/2019 13:02,7/16/2019 13:02,7/16/2019 15:19,9/16/2019 10:42,WQ039,Waushara County Lakes Study,FH,4,70,Waushara,,DEEP HOLE/ INTEGRATED SAMPLER,PLEASANT LAKE-DEEP HOLE,HEINC,,,"J. CHENEVERT, A. ERNST",SU,,CSLS,,0-6 F,1,,1205906,,359340,9/16/2019 11:44,LDES_DBL1,9/16/2019 11:44,LDES_DBL1,665,PHOSPHORUS TOTAL ,LACH-TPL~7723-14-0,3,0.00983,0.00983,MG/L,0.008,0.027,,,5,3,, , ,COMMENTS,,11020647,9/16/2019 11:44,LDES_DBL1,9/16/2019 11:44,LDES_DBL1
473089001,COMPLETE,Wisconsin State Laboratory of Hygiene,9/26/2019,113133790,703057,,199307803,PLEAS092619,106900,9/26/2019 13:05,9/26/2019 13:05,9/27/2019 13:41,10/18/2019 10:20,WQ039,Waushara County Lakes Study,FH,4,70,Waushara,,DEEP HOLE/ INTEGRATED SAMPLER,PLEASANT LAKE-DEEP HOLE,HEINC,,,JUSTIN C MICHAELA K,SU,,CSLS,,0-6F,1,,1208731,,362670,10/18/2019 11:14,LDES_DBL1,10/18/2019 11:14,LDES_DBL1,921,MAGNESIUM TOTAL RECOVERABLE,TRICP~7439-95-4,1,19.2,19.2,MG/L,0.1,0.3,,,1,3,,.05 UG/L,.025 UG/L,COMMENTS,,11069444,10/18/2019 11:14,LDES_DBL1,10/18/2019 11:14,LDES_DBL1
473089003,COMPLETE,Wisconsin State Laboratory of Hygiene,9/26/2019,113133790,10050786,,199307914,PLAIN092619,1012500,9/26/2019 10:22,9/26/2019 10:22,9/27/2019 13:41,10/18/2019 10:20,WQ039,Waushara County Lakes Study,,4,70,Waushara,,DEEP HOLE/ INTEGRATED SAMPLER,PLAINFIELD LAKE-DEEP HOLE,HEINC,,,JUSTIN CHENEVERT MICHAELA KROMNEY,SU,,CSLS,,0-6F,1,,1208731,,362670,10/18/2019 11:14,LDES_DBL1,10/18/2019 11:14,LDES_DBL1,403,PH LAB,CPA-TR~pH,1,8.14,8.14,SU,,,,,2,3,, , ,COMMENTS,,11069449,10/18/2019 11:14,LDES_DBL1,10/18/2019 11:14,LDES_DBL1
473089002,COMPLETE,Wisconsin State Laboratory of Hygiene,9/26/2019,113133790,703032,,199290326,LONG092619,1000800,9/26/2019 11:30,9/26/2019 11:30,9/27/2019 13:41,10/18/2019 10:20,WQ039,Waushara County Lakes Study,,4,70,Waushara,,DEEP HOLE/ INTEGRATED SAMPLER,LONG LAKE (2009E17) PLAINFIELD-DEEP HOLE,HEINC,,,JUSTIN C MICHAELA K,SU,,CSLS,,0-6F,1,,1208731,,362670,10/18/2019 11:14,LDES_DBL1,10/18/2019 11:14,LDES_DBL1,921,MAGNESIUM TOTAL RECOVERABLE,TRICP~7439-95-4,1,6.4,6.4,MG/L,0.1,0.3,,,2,3,,.05 UG/L,.025 UG/L,COMMENTS,,11069447,10/18/2019 11:14,LDES_DBL1,10/18/2019 11:14,LDES_DBL1
477553003,CORRECTED,Wisconsin State Laboratory of Hygiene,10/22/2019,113133790,703032,,210901192,LONG 102219,1000800,10/22/2019 10:37,10/22/2019 10:37,10/22/2019 15:03,11/19/2019 14:03,WQ039,Waushara County Lakes Study,,4,70,Waushara,,DEEP HOLE/INTEGRATED SAMPLER,LONG LAKE (2009E17) PLAINFIELD-DEEP HOLE,HEINC,,,"MICHAELA KROMREY, JUSTIN CHENEVERT",SU,,CSLS,,0-6F,1,,1210850,,365936,11/19/2019 14:44,LDES_DBL1,11/19/2019 14:44,LDES_DBL1,899,HARDNESS TOTAL RECOVERABLE CALCULATION,TRICP~000-01-5,1,58.3,58.3,MG/L,0.66,2,,,1,3,, , ,COMMENTS,,11109852,11/19/2019 14:44,LDES_DBL1,11/19/2019 14:44,LDES_DBL1
477553003,CORRECTED,Wisconsin State Laboratory of Hygiene,10/22/2019,113133790,703032,,210901192,LONG 102219,1000800,10/22/2019 10:37,10/22/2019 10:37,10/22/2019 15:03,11/19/2019 14:03,WQ039,Waushara County Lakes Study,,4,70,Waushara,,DEEP HOLE/INTEGRATED SAMPLER,LONG LAKE (2009E17) PLAINFIELD-DEEP HOLE,HEINC,,,"MICHAELA KROMREY, JUSTIN CHENEVERT",SU,,CSLS,,0-6F,1,,1210850,,365936,11/19/2019 14:44,LDES_DBL1,11/19/2019 14:44,LDES_DBL1,80,COLOR,COLOR~Color,1,15,15,SU,5,5,,,0,2,,15 COLOR UNITS,7.5 COLOR UNITS,COMMENTS,,11109845,11/19/2019 14:44,LDES_DBL1,11/19/2019 14:44,LDES_DBL1
477553002,CORRECTED,Wisconsin State Laboratory of Hygiene,10/22/2019,113133790,703057,,210901196,PLEAS 102219,106900,10/22/2019 12:40,10/22/2019 12:40,10/22/2019 15:03,11/19/2019 14:03,WQ039,Waushara County Lakes Study,FH,4,70,Waushara,,DEEP HOLE/INTEGRATED SAMPLER,PLEASANT LAKE-DEEP HOLE,HEINC,,,"MICHAELA KROMREY, JUSTIN CHENEVERT",SU,,CSLC,,0-6F,1,,1210850,,365936,11/19/2019 14:44,LDES_DBL1,11/19/2019 14:44,LDES_DBL1,681,CARBON DISS ORGANIC,DOC-W~C-013,1,4.55,4.55,ppm C,0.4,1.3,,,2,3,, , ,COMMENTS,Sample was acidified with phosphoric acid in the laboratory. | Sample filtered in lab for DOC analysis.,11109843,11/19/2019 14:44,LDES_DBL1,11/19/2019 14:44,LDES_DBL1
477553002,CORRECTED,Wisconsin State Laboratory of Hygiene,10/22/2019,113133790,703057,,210901196,PLEAS 102219,106900,10/22/2019 12:40,10/22/2019 12:40,10/22/2019 15:03,11/19/2019 14:03,WQ039,Waushara County Lakes Study,FH,4,70,Waushara,,DEEP HOLE/INTEGRATED SAMPLER,PLEASANT LAKE-DEEP HOLE,HEINC,,,"MICHAELA KROMREY, JUSTIN CHENEVERT",SU,,CSLC,,0-6F,1,,1210850,,365936,11/19/2019 14:44,LDES_DBL1,11/19/2019 14:44,LDES_DBL1,50245,POTASSIUM TOTAL RECOVERABLE,TRICP~7440-09-7,3,0.359,0.359,MG/L,0.2,0.6,,,3,3,, , ,COMMENTS,,11109836,11/19/2019 14:44,LDES_DBL1,11/19/2019 14:44,LDES_DBL1
477553002,CORRECTED,Wisconsin State Laboratory of Hygiene,10/22/2019,113133790,703057,,210901196,PLEAS 102219,106900,10/22/2019 12:40,10/22/2019 12:40,10/22/2019 15:03,11/19/2019 14:03,WQ039,Waushara County Lakes Study,FH,4,70,Waushara,,DEEP HOLE/INTEGRATED SAMPLER,PLEASANT LAKE-DEEP HOLE,HEINC,,,"MICHAELA KROMREY, JUSTIN CHENEVERT",SU,,CSLC,,0-6F,1,,1210850,,365936,11/19/2019 14:44,LDES_DBL1,11/19/2019 14:44,LDES_DBL1,918,CALCIUM TOTAL RECOVERABLE,TRICP~7440-70-2,1,28.6,28.6,MG/L,0.1,0.3,,,1,3,, , ,COMMENTS,,11109836,11/19/2019 14:44,LDES_DBL1,11/19/2019 14:44,LDES_DBL1
477553002,CORRECTED,Wisconsin State Laboratory of Hygiene,10/22/2019,113133790,703057,,210901196,PLEAS 102219,106900,10/22/2019 12:40,10/22/2019 12:40,10/22/2019 15:03,11/19/2019 14:03,WQ039,Waushara County Lakes Study,FH,4,70,Waushara,,DEEP HOLE/INTEGRATED SAMPLER,PLEASANT LAKE-DEEP HOLE,HEINC,,,"MICHAELA KROMREY, JUSTIN CHENEVERT",SU,,CSLC,,0-6F,1,,1210850,,365936,11/19/2019 14:44,LDES_DBL1,11/19/2019 14:44,LDES_DBL1,1104,"ALUMINUM,TOTAL RECOVERABLE",TRICP~7429-90-5,2,ND,,ug/L,10,30,,,0,3,,200 UG/L, ,COMMENTS,,11109836,11/19/2019 14:44,LDES_DBL1,11/19/2019 14:44,LDES_DBL1
477553001,CORRECTED,Wisconsin State Laboratory of Hygiene,10/22/2019,113133790,10050786,,210901149,PLAIN 102219,1012500,10/22/2019 9:47,10/22/2019 9:47,10/22/2019 15:03,11/19/2019 14:03,WQ039,Waushara County Lakes Study,,4,70,Waushara,,DEEP HOLE/INTEGRATED SAMPLER,PLAINFIELD LAKE-DEEP HOLE,HEINC,,,"MICHAELA KROMREY, JUSTIN CHENEVERT",SU,,CSLS,,0-6F,1,,1210850,,365936,11/19/2019 14:44,LDES_DBL1,11/19/2019 14:44,LDES_DBL1,600,NITROGEN TOTAL,TN-W~TN,1,1,1,MG/L,0.075,0.25,,,2,3,, , ,COMMENTS,,11109831,11/19/2019 14:44,LDES_DBL1,11/19/2019 14:44,LDES_DBL1
477553001,CORRECTED,Wisconsin State Laboratory of Hygiene,10/22/2019,113133790,10050786,,210901149,PLAIN 102219,1012500,10/22/2019 9:47,10/22/2019 9:47,10/22/2019 15:03,11/19/2019 14:03,WQ039,Waushara County Lakes Study,,4,70,Waushara,,DEEP HOLE/INTEGRATED SAMPLER,PLAINFIELD LAKE-DEEP HOLE,HEINC,,,"MICHAELA KROMREY, JUSTIN CHENEVERT",SU,,CSLS,,0-6F,1,,1210850,,365936,11/19/2019 14:44,LDES_DBL1,11/19/2019 14:44,LDES_DBL1,955,"SILICA, DISSOLVED (MG/L AS SI02)",LACH1SILD~99439-28-8,1,8.79,8.79,MG/L,0.1,0.32,,,2,3,, , ,COMMENTS,,11109829,11/19/2019 14:44,LDES_DBL1,11/19/2019 14:44,LDES_DBL1
477553001,CORRECTED,Wisconsin State Laboratory of Hygiene,10/22/2019,113133790,10050786,,210901149,PLAIN 102219,1012500,10/22/2019 9:47,10/22/2019 9:47,10/22/2019 15:03,11/19/2019 14:03,WQ039,Waushara County Lakes Study,,4,70,Waushara,,DEEP HOLE/INTEGRATED SAMPLER,PLAINFIELD LAKE-DEEP HOLE,HEINC,,,"MICHAELA KROMREY, JUSTIN CHENEVERT",SU,,CSLS,,0-6F,1,,1210850,,365936,11/19/2019 14:44,LDES_DBL1,11/19/2019 14:44,LDES_DBL1,631,NITROGEN NO3+NO2 DISS (AS N),LACH-NOXD~14797-55-8NOX,2,ND,,MG/L,0.036,0.12,,,0,3,,10 MG/L,2 MG/L,COMMENTS,,11109821,11/19/2019 14:44,LDES_DBL1,11/19/2019 14:44,LDES_DBL1
460788002,COMPLETE,Wisconsin State Laboratory of Hygiene,7/31/2019,113133790,703032,,199290334,LONG073119,1000800,7/31/2019,7/31/2019 11:37,8/1/2019 11:03,8/8/2019 17:00,WQ039,Waushara County Lakes Study,,4,70,Waushara,,DEEP HOLE/ INTEGRATED SAMPLER,LONG LAKE (2009E17) PLAINFIELD-DEEP HOLE,HEINC,,,"J. CHENERET, A. ERNST",SU,,CSLS,,0-2 F,1,,1202957,,355329,8/8/2019 17:44,LDES_DBL1,8/8/2019 17:44,LDES_DBL1,410,ALKALINITY TOTAL CACO3,CPA-TR~ALK,1,54.9,54.9,MG/L,20,20,,,1,3,, , ,COMMENTS,,10971424,8/8/2019 17:44,LDES_DBL1,8/8/2019 17:44,LDES_DBL1
463963009,COMPLETE,Wisconsin State Laboratory of Hygiene,8/14/2019,113133790,10051673,,199309336,PSNT-03 081419,,8/14/2019 13:32,8/14/2019 13:32,8/15/2019 12:25,9/30/2019 13:23,WQ039,Waushara County Lakes Study,,4,39,Marquette,,MID SCREEN OF WELL / WATARRA POND,PSNT03 MONITORING WELL,HEINC,,,"J CHEREVERT, A ERNST",SU,,CSLS,,24.6 F,1,,1207179,,360806,9/30/2019 14:14,LDES_DBL1,9/30/2019 14:14,LDES_DBL1,945,SULFATE TOTAL,LACH-SO4~18785-72-3,3,3.76,3.76,MG/L,2.3,7.7,,,2,3,,250 MG/L,125 MG/L,COMMENTS,MATRIX SPIKE QC EXCEEDED.,11041952,9/30/2019 14:14,LDES_DBL1,9/30/2019 14:14,LDES_DBL1
475720002,COMPLETE,Wisconsin State Laboratory of Hygiene,10/9/2019,113133790,10051673,,199309344,PSNT03 100919,,10/9/2019 13:00,10/9/2019 13:00,10/10/2019 15:23,11/12/2019 11:01,WQ039,Waushara County Lakes Study,,4,39,Marquette,,MID-SCREEN OF WELL / PERISTALTIC PUMP,PSNT03 MONITORING WELL,HEINC,,,JUSTIN CHENEVERT,MW,,CSLS,,21.6F,1,,1210353,,365202,11/12/2019 11:44,LDES_DBL1,11/12/2019 11:44,LDES_DBL1,955,"SILICA, DISSOLVED (MG/L AS SI02)",LACH1SILD~99439-28-8,1,5.24,5.24,MG/L,0.1,0.32,,,2,3,, , ,COMMENTS,,11099612,11/12/2019 11:44,LDES_DBL1,11/12/2019 11:44,LDES_DBL1
484554002,COMPLETE,Wisconsin State Laboratory of Hygiene,12/5/2019,113133790,10051673,,199309340,PSNT03 120519,,12/5/2019 11:16,12/5/2019 11:16,12/5/2019 13:53,1/23/2020 8:21,WQ039,Waushara County Lakes Study,,4,39,Marquette,,MID-SCREEN OF WELL/ PERISTALTIC PUMP,PSNT03 MONITORING WELL,HEINC,,,"MICHAELA A KROMREY, JUSTIN M CHENEVERT",MW,,CSLS,,24.7F,1,,1214114,,372718,1/23/2020 9:14,LDES_DBL1,1/23/2020 9:14,LDES_DBL1,955,"SILICA, DISSOLVED (MG/L AS SI02)",LACH1SILD~99439-28-8,1,3.87,3.87,MG/L,0.12,0.4,,,2,3,, , ,COMMENTS,,11177619,1/23/2020 9:14,LDES_DBL1,1/23/2020 9:14,LDES_DBL1
484554002,COMPLETE,Wisconsin State Laboratory of Hygiene,12/5/2019,113133790,10051673,,199309340,PSNT03 120519,,12/5/2019 11:16,12/5/2019 11:16,12/5/2019 13:53,1/23/2020 8:21,WQ039,Waushara County Lakes Study,,4,39,Marquette,,MID-SCREEN OF WELL/ PERISTALTIC PUMP,PSNT03 MONITORING WELL,HEINC,,,"MICHAELA A KROMREY, JUSTIN M CHENEVERT",MW,,CSLS,,24.7F,1,,1214114,,372718,1/23/2020 9:14,LDES_DBL1,1/23/2020 9:14,LDES_DBL1,980,IRON TOTAL RECOVERABLE,TRICP~7439-89-6,3,0.211,0.211,MG/L,0.1,0.3,,,3,3,,.3 MG/L,.15 MG/L,COMMENTS,,11177623,1/23/2020 9:14,LDES_DBL1,1/23/2020 9:14,LDES_DBL1
484554002,COMPLETE,Wisconsin State Laboratory of Hygiene,12/5/2019,113133790,10051673,,199309340,PSNT03 120519,,12/5/2019 11:16,12/5/2019 11:16,12/5/2019 13:53,1/23/2020 8:21,WQ039,Waushara County Lakes Study,,4,39,Marquette,,MID-SCREEN OF WELL/ PERISTALTIC PUMP,PSNT03 MONITORING WELL,HEINC,,,"MICHAELA A KROMREY, JUSTIN M CHENEVERT",MW,,CSLS,,24.7F,1,,1214114,,372718,1/23/2020 9:14,LDES_DBL1,1/23/2020 9:14,LDES_DBL1,918,CALCIUM TOTAL RECOVERABLE,TRICP~7440-70-2,1,27.7,27.7,MG/L,0.1,0.3,,,1,3,, , ,COMMENTS,,11177623,1/23/2020 9:14,LDES_DBL1,1/23/2020 9:14,LDES_DBL1
475720002,COMPLETE,Wisconsin State Laboratory of Hygiene,10/9/2019,113133790,10051673,,199309344,PSNT03 100919,,10/9/2019 13:00,10/9/2019 13:00,10/10/2019 15:23,11/12/2019 11:01,WQ039,Waushara County Lakes Study,,4,39,Marquette,,MID-SCREEN OF WELL / PERISTALTIC PUMP,PSNT03 MONITORING WELL,HEINC,,,JUSTIN CHENEVERT,MW,,CSLS,,21.6F,1,,1210353,,365202,11/12/2019 11:44,LDES_DBL1,11/12/2019 11:44,LDES_DBL1,1104,"ALUMINUM,TOTAL RECOVERABLE",TRICP~7429-90-5,3,22.3,22.3,ug/L,10,30,,,1,3,,200 UG/L, ,COMMENTS,,11099619,11/12/2019 11:44,LDES_DBL1,11/12/2019 11:44,LDES_DBL1
475720002,COMPLETE,Wisconsin State Laboratory of Hygiene,10/9/2019,113133790,10051673,,199309344,PSNT03 100919,,10/9/2019 13:00,10/9/2019 13:00,10/10/2019 15:23,11/12/2019 11:01,WQ039,Waushara County Lakes Study,,4,39,Marquette,,MID-SCREEN OF WELL / PERISTALTIC PUMP,PSNT03 MONITORING WELL,HEINC,,,JUSTIN CHENEVERT,MW,,CSLS,,21.6F,1,,1210353,,365202,11/12/2019 11:44,LDES_DBL1,11/12/2019 11:44,LDES_DBL1,95,"CONDUCTIVITY, UMHOS/CM @ 25C",CPA-TR~COND,1,248,248,uS/cm,10,10,,,0,3,, , ,COMMENTS,,11099618,11/12/2019 11:44,LDES_DBL1,11/12/2019 11:44,LDES_DBL1
480818001,COMPLETE,Wisconsin State Laboratory of Hygiene,11/5/2019,113133790,10053120,,212558929,PRECIP2 110519,,11/5/2019 16:18,11/5/2019 16:18,11/12/2019 11:58,12/4/2019 11:00,WQ039,Waushara County Lakes Study,,,,,,PRECIPITATION COLLECTOR,HANCOCK AG STA-PRECIP COLLECTORS,HEINC,,,"MICHAELA KROMREY, JUSTIN CHENEVERT",SU,,CSLS,,,1,,1211635,,367479,12/4/2019 11:44,LDES_DBL1,12/4/2019 11:44,LDES_DBL1,921,MAGNESIUM TOTAL RECOVERABLE,TRICP~7439-95-4,1,0.32,0.32,MG/L,0.1,0.3,,,3,3,,.05 UG/L,.025 UG/L,COMMENTS,,11125849,12/4/2019 11:44,LDES_DBL1,12/4/2019 11:44,LDES_DBL1
480818003,COMPLETE,Wisconsin State Laboratory of Hygiene,11/5/2019,113133790,10053120,,212557406,PRECIP1 110519,,11/5/2019 16:02,11/5/2019 16:02,11/12/2019 11:58,12/4/2019 11:00,WQ039,Waushara County Lakes Study,,,,,,PRECIPITATION COLLECTOR,HANCOCK AG STA-PRECIP COLLECTORS,HEINC,,,"MICHAELA KROMREY, JUSTIN CHENEVERT",SU,,CSLS,,,1,,1211635,,367479,12/4/2019 11:44,LDES_DBL1,12/4/2019 11:44,LDES_DBL1,945,SULFATE TOTAL,LACH-SO4~18785-72-3,2,ND,,MG/L,2.3,7.7,,,0,3,,250 MG/L,125 MG/L,COMMENTS,,11125856,12/4/2019 11:44,LDES_DBL1,12/4/2019 11:44,LDES_DBL1
480818002,COMPLETE,Wisconsin State Laboratory of Hygiene,11/5/2019,113133790,10053120,,212558935,PRECIP1 110519 BLNK,,11/5/2019 17:00,11/5/2019 17:00,11/12/2019 11:58,12/4/2019 11:00,WQ039,Waushara County Lakes Study,,,,,,PRECIPITATION COLLECTOR,HANCOCK AG STA-PRECIP COLLECTORS,HEINC,,,"MICHAELA KROMREY, JUSTIN CHENEVERT",SU,,CSLS,,,3,,1211635,,367479,12/4/2019 11:44,LDES_DBL1,12/4/2019 11:44,LDES_DBL1,921,MAGNESIUM TOTAL RECOVERABLE,TRICP~7439-95-4,2,ND,,MG/L,0.1,0.3,,,0,3,,.05 UG/L,.025 UG/L,COMMENTS,,11125854,12/4/2019 11:44,LDES_DBL1,12/4/2019 11:44,LDES_DBL1
463963005,COMPLETE,Wisconsin State Laboratory of Hygiene,8/13/2019,113133790,10051664,,199309392,PFL-03 081319,,8/13/2019 11:22,8/13/2019 11:22,8/15/2019 12:25,9/30/2019 13:23,WQ039,Waushara County Lakes Study,,4,70,Waushara,,MID SCREEN OF WELL / PERISTALTIC PUMP,PFL03 MONITORING WELL,HEINC,,,"J CHEREVERT, A ERNST",SU,,CSLS,,33.7 D,1,,1207179,,360806,9/30/2019 14:14,LDES_DBL1,9/30/2019 14:14,LDES_DBL1,921,MAGNESIUM TOTAL RECOVERABLE,TRICP~7439-95-4,1,34.6,34.6,MG/L,0.1,0.3,,,1,3,,.05 UG/L,.025 UG/L,COMMENTS,,11041919,9/30/2019 14:14,LDES_DBL1,9/30/2019 14:14,LDES_DBL1
463963005,COMPLETE,Wisconsin State Laboratory of Hygiene,8/13/2019,113133790,10051664,,199309392,PFL-03 081319,,8/13/2019 11:22,8/13/2019 11:22,8/15/2019 12:25,9/30/2019 13:23,WQ039,Waushara County Lakes Study,,4,70,Waushara,,MID SCREEN OF WELL / PERISTALTIC PUMP,PFL03 MONITORING WELL,HEINC,,,"J CHEREVERT, A ERNST",SU,,CSLS,,33.7 D,1,,1207179,,360806,9/30/2019 14:14,LDES_DBL1,9/30/2019 14:14,LDES_DBL1,918,CALCIUM TOTAL RECOVERABLE,TRICP~7440-70-2,1,74.8,74.8,MG/L,0.1,0.3,,,1,3,, , ,COMMENTS,,11041919,9/30/2019 14:14,LDES_DBL1,9/30/2019 14:14,LDES_DBL1
463963004,COMPLETE,Wisconsin State Laboratory of Hygiene,8/13/2019,113133790,10051663,,199309405,PFL-02 081319,,8/13/2019 13:09,8/13/2019 13:09,8/15/2019 12:25,9/30/2019 13:23,WQ039,Waushara County Lakes Study,,4,70,Waushara,,MID SCREEN OF WELL/ PERISTALTIC PUMP,PFL02 MONITORING WELL,HEINC,,,"J CHEREVERT, A ERNST",SU,,CSLS,,32.4 F,1,,1207179,,360806,9/30/2019 14:14,LDES_DBL1,9/30/2019 14:14,LDES_DBL1,1123,"MANGANESE, TOTAL RECOVERABLE",TRICP~7439-96-5,1,38.6,38.6,ug/L,1,3,,,1,3,,300 UG/L,50 UG/L,COMMENTS,,11041908,9/30/2019 14:14,LDES_DBL1,9/30/2019 14:14,LDES_DBL1
463963004,COMPLETE,Wisconsin State Laboratory of Hygiene,8/13/2019,113133790,10051663,,199309405,PFL-02 081319,,8/13/2019 13:09,8/13/2019 13:09,8/15/2019 12:25,9/30/2019 13:23,WQ039,Waushara County Lakes Study,,4,70,Waushara,,MID SCREEN OF WELL/ PERISTALTIC PUMP,PFL02 MONITORING WELL,HEINC,,,"J CHEREVERT, A ERNST",SU,,CSLS,,32.4 F,1,,1207179,,360806,9/30/2019 14:14,LDES_DBL1,9/30/2019 14:14,LDES_DBL1,921,MAGNESIUM TOTAL RECOVERABLE,TRICP~7439-95-4,1,54.9,54.9,MG/L,0.1,0.3,,,1,3,,.05 UG/L,.025 UG/L,COMMENTS,,11041908,9/30/2019 14:14,LDES_DBL1,9/30/2019 14:14,LDES_DBL1
463963004,COMPLETE,Wisconsin State Laboratory of Hygiene,8/13/2019,113133790,10051663,,199309405,PFL-02 081319,,8/13/2019 13:09,8/13/2019 13:09,8/15/2019 12:25,9/30/2019 13:23,WQ039,Waushara County Lakes Study,,4,70,Waushara,,MID SCREEN OF WELL/ PERISTALTIC PUMP,PFL02 MONITORING WELL,HEINC,,,"J CHEREVERT, A ERNST",SU,,CSLS,,32.4 F,1,,1207179,,360806,9/30/2019 14:14,LDES_DBL1,9/30/2019 14:14,LDES_DBL1,50245,POTASSIUM TOTAL RECOVERABLE,TRICP~7440-09-7,1,0.929,0.929,MG/L,0.2,0.6,,,3,3,, , ,COMMENTS,,11041908,9/30/2019 14:14,LDES_DBL1,9/30/2019 14:14,LDES_DBL1
475720015,COMPLETE,Wisconsin State Laboratory of Hygiene,10/9/2019,113133790,703057,,199308129,PLEAS 100919,106900,10/9/2019 13:55,10/9/2019 13:55,10/10/2019 15:23,11/12/2019 11:01,WQ039,Waushara County Lakes Study,FH,4,70,Waushara,,DEEP HOLE / INTEGRATED SAMPLER,PLEASANT LAKE-DEEP HOLE,HEINC,,,JUSTIN CHENEVERT,SU,,CSLS,,0-6F,1,,1210353,,365202,11/12/2019 11:44,LDES_DBL1,11/12/2019 11:44,LDES_DBL1,410,ALKALINITY TOTAL CACO3,CPA-TR~ALK,1,133,133,MG/L,20,20,,,0,3,, , ,COMMENTS,,11099719,11/12/2019 11:44,LDES_DBL1,11/12/2019 11:44,LDES_DBL1
